,sentID.BTEC,split,lang,sent,revised,CODA
177,1768,corpus-6-test-corpus-26-dev,KHA,لا، داير أأجر نص طقم من المضارب و حذاء.,لا، داير اأجر نص طقم من المضارب و جزمة.,لا، داير اأجر نص طقم من المضارب و جزمة.
178,1782,corpus-6-test-corpus-26-train,KHA,ممكن توريني لم الشنطة الرايحة تتلقى؟,,ممكن توريني لم الشنطة الرايحة تتلقي؟
179,1788,corpus-6-test-corpus-26-train,KHA,شنو اسم الحديقة القومية دي؟,,شنو اسم الحديقة القومية دي؟
180,1791,corpus-6-test-corpus-26-train,KHA,عندي جرح.,,عندي جرح.
181,1792,corpus-6-test-corpus-26-dev,KHA,وين مكان جيد للسياحة؟,,وين مكان جيد للسياحة؟
182,1800,corpus-6-test-corpus-26-train,KHA,ممكن أشيل بعض الفواكه؟,ممكن اشيل شوية فواكه؟,ممكن اشيل شوية فواكه؟
183,1834,corpus-6-test-corpus-26-train,KHA,ممكن اتغدا الآن؟,ممكن اتغدا هسي؟,ممكن اتغدى هسي؟
184,1837,corpus-6-test-corpus-26-train,KHA,محتاج أبدل الدولارات دي.,,محتاج ابدل الدولارات دي.
185,1867,corpus-6-test-corpus-26-train,KHA,انا محتاج لتاكسي. انا في ساوث مين و لايبرتي.,,انا محتاج لي تاكسي. انا في ساوث مين و لايبرتي.
186,1876,corpus-6-test-corpus-26-dev,KHA,بالتأكيد، داير كيرلي؟,,بالتأكيد، داير كيرلي؟
187,1878,corpus-6-test-corpus-26-train,KHA,هو ما تفاح لكن خوخ.,,هو ما تفاح لكن خوخ.
188,1903,corpus-6-test-corpus-26-train,KHA,ح اديك وصفة طبية. شيلا للصيدلية.,,حاديك وصفة طبية. شيلها للصيدلية.
189,1927,corpus-6-test-corpus-26-train,KHA,بنطير تلات ايام في الاسبوع، في التلاتاء، الجمعة، و السبت.,بنطير تلاتة ايام في الاسبوع، في التلاتاء، الجمعة، و السبت.,بنطير ثلاثة ايام في الاسبوع، في الثلاثاء، الجمعة، و السبت.
190,1931,corpus-6-test-corpus-26-dev,KHA,داك غالي. ول لا؟,,داك غالي. ولا لا؟
191,1948,corpus-6-test-corpus-26-train,KHA,أيوة. عندنا داك. ح نجهزوا ليك.,,ايوة. عندنا داك. حنجهزوا ليك.
192,1950,corpus-6-test-corpus-26-dev,KHA,ح تمسك عفشي لغاية الساعة تلاتة؟,,حتمسك عفشي لغاية الساعة ثلاثة؟
193,1951,corpus-6-test-corpus-26-train,KHA,لا، انا بس داير انزل.,,لا، انا بس داير أنزل.
194,1954,corpus-6-test-corpus-26-dev,KHA,ممكن احجز اجر-عربية هنا؟,,ممكن احجز اجر-عربية هنا؟
195,1968,corpus-6-test-corpus-26-train,KHA,هل انت امريكي؟,,هل انت امريكي؟
196,1980,corpus-6-test-corpus-26-test,KHA,للمكان دا، من فضلك.,,للمكان ده، من فضلك.
197,1985,corpus-6-test-corpus-26-train,KHA,عربيتي اتسرقت.,,عربيتي اتسرقت.
198,1988,corpus-6-test-corpus-26-train,KHA,وين ظل العين؟,,وين ظل العين؟
199,1993,corpus-6-test-corpus-26-train,KHA,دايرين ركن هادئ، لو ممكن.,,دايرين ركن هادي ، لو ممكن.
200,1997,corpus-6-test-corpus-26-train,KHA,هل التكسي دا مجاني؟,,هل التكسي ده مجاني؟
201,1998,corpus-6-test-corpus-26-train,KHA,هل دي محطة اكسبريس؟,,هل دي محطة اكسبريس؟
202,2001,corpus-6-test-corpus-26-train,KHA,ياتو زمن مفروض اجي ماري؟,,ياتو زمن مفروض اجي ماري؟
203,2003,corpus-6-test-corpus-26-train,KHA,داير دورق صغير من نبيذ ابيض.,داير قزازة نبيذ ابيض صغيرة,داير قزازة نبيذ ابيض صغيرة
204,2005,corpus-6-test-corpus-26-train,KHA,اه. ممكن اخد وجبتي فيما بعد؟ ما حاسي اني كويس أسى.,اه. ممكن اخد وجبتي بعدين؟ ما حاسي اني كويس اسى.,اه. ممكن اخد وجبتي بعدين؟ ما حاسي اني كويس اسي.
205,2025,corpus-6-test-corpus-26-train,KHA,في الحقيقة، عندي اخبار. انا ح اتزوج.,في الحقيقة، عندي خبر. انا ح اتزوج.,في الحقيقة، عندي خبر. انا حأتزوّج.
206,2033,corpus-6-test-corpus-26-train,KHA,اي سراويل تانيه؟,,اي سراويل ثانية؟
207,2035,corpus-6-test-corpus-26-train,KHA,ممكن اخد برنامج؟,,ممكن اخد برنامج؟
208,2052,corpus-6-test-corpus-26-train,KHA,في وزل اقتحم غرفتي امبارح بالليل.,في زول اقتحم غرفتي امبارح بالليل.,في زول اقتحم غرفتي امبارح بالليل.
209,2055,corpus-6-test-corpus-26-train,KHA,وريني السمك الشفته اليوم في الألبوم، من فضلك.,,وريني السمك الشفته اليوم في الألبوم، من فضلك.
210,2083,corpus-6-test-corpus-26-train,KHA,شوف التعليمات في علبة الأكل المفرغة من الهواء.,,شوف التعليمات في علبة الأكل المفرغة من الهواء.
211,2086,corpus-6-test-corpus-26-train,KHA,داير قروش ورق.,,داير قروش ورق.
212,2100,corpus-6-test-corpus-26-test,KHA,هو خطف محفظتي وهرب.,,هو خطف محفظتي وهرب.
213,2119,corpus-6-test-corpus-26-train,KHA,م عندك دروس تجريبيه؟,,ما عندك دروس تجريبيه؟
214,2147,corpus-6-test-corpus-26-train,KHA,وين ممكن اشتري طوابع بريدية؟,,وين ممكن اشتري طوابع بريدية؟
215,2148,corpus-6-test-corpus-26-train,KHA,انا من بريطانيا العظمى.,,انا من بريطانيا العظمى.
216,2156,corpus-6-test-corpus-26-train,KHA,انا علي أن أراجع داك مع زوجتي.,انا لازم اراجع داك مع زوجتي.,انا لازم اراجع داك مع زوجتي.
217,2161,corpus-6-test-corpus-26-train,KHA,داير احصل علي إعادة دفع لي ده.,داير تعويض لي ده.,داير تعويض لي ده.
218,2179,corpus-6-test-corpus-26-train,KHA,هناك في صندوق تلفون قدام البنك داك.,,هناك في صندوق تلفون قدام البنك داك.
219,2180,corpus-6-test-corpus-26-train,KHA,ح اوصل في التاسع من مارس و أغادر في الرابع عشر.,ح اصل يوم تسعه مارس وماشي يوم اربعتعشر.,حأصل يوم تسعة مارس وماشي يوم اربعتعشر.
220,2205,corpus-6-test-corpus-26-train,KHA,داك غالي شويه، م يتعاقد؟,داك غالي شويه، ولا رايك شنو؟,داك غالي شوية، ولا رايك شنو؟
221,2235,corpus-6-test-corpus-26-train,KHA,هل انت عندك العقل؟,,هل انت عندك العقل؟
222,2236,corpus-6-test-corpus-26-train,KHA,وين محطة البص الترفيه؟,,وين محطة البص الترفيه؟
223,2238,corpus-6-test-corpus-26-train,KHA,هل انت مهتم بالتحلية؟,,هل انت مهتم بالتحلية؟
224,2302,corpus-6-test-corpus-26-train,KHA,انت بتتكلم؟,,انت بتتكلم؟
225,2306,corpus-6-test-corpus-26-train,KHA,المثل لي انا، من فضلك.,نفس الشي لي انا، من فضلك.,نفس الشي لي انا، من فضلك.
226,2318,corpus-6-test-corpus-26-train,KHA,طلبي ما وصل.,,طلبي ما وصل.
227,2324,corpus-6-test-corpus-26-train,KHA,هناك كتير من الربوع الساخنه.,في ينابيع سخنه كتيرة,في ينابيع سخنه كثيرة
228,2329,corpus-6-test-corpus-26-train,KHA,من فضلك حول خمسين ألف ين للدولار الأمريكي.,,من فضلك حول خمسين الف ين للدولار الأمريكي.
229,2338,corpus-6-test-corpus-26-train,KHA,داك كويس معاي. في الحقيقه داير أدخن.,,داك كويس معاي. في الحقيقة داير ادخن.
230,2347,corpus-6-test-corpus-26-test,KHA,وين ممكن أأجر ادوات سكي وجزم؟,,وين ممكن اأجر ادوات سكي وجزم؟
231,2353,corpus-6-test-corpus-26-dev,KHA,نسيت مشروباتنا؟,,نسيت مشروباتنا؟
232,2368,corpus-6-test-corpus-26-test,KHA,ممكن ترسله لعنواني في اليابان ببريد تجمع الحزمه العالميه؟,,ممكن ترسله لعنواني في اليابان ببريد تجمع الحزمه العالميه؟
233,2381,corpus-6-test-corpus-26-train,KHA,داير قزازة خمرة حمرة.,داير قزازة نبيذ احمر.,داير قزازة نبيذ احمر.
234,2389,corpus-6-test-corpus-26-train,KHA,فقط إذا كان كان حقك، سيدى. ههه-ههه، فقط نكته صغيره.,بس لو كانت حقتك، يا استاذ. ههه-ههه، نكته صغيره بس.,بس لو كانت حقتك، يا استاذ. ههه-ههه، نكتة صغيرة بس.
235,2401,corpus-6-test-corpus-26-train,KHA,بالتأكيد . كيف ممكن تندمج؟,,بالتأكيد . كيف ممكن تندمج؟
236,2412,corpus-6-test-corpus-26-dev,KHA,عندنا بيره، ويسكي، براندي، جن، فودكا و خمر.,عندنا بيره، ويسكي، براندي، جن، فودكا و خمر.,عندنا بيرة، ويسكي، براندي، جن، فودكا و خمر.
237,2425,corpus-6-test-corpus-26-train,KHA,هويه. اوه، صاح. هل باسبورت اوكي؟,,هويه. اوه، صاح. هل باسبورت اوكي؟
238,2428,corpus-6-test-corpus-26-train,KHA,رقم غرفتي تلاتة ستة وعشرين. هل ممكن تشيل غسيلي؟,,رقم غرفتي ثلاثة ستة وعشرين. هل ممكن تشيل غسيلي؟
239,2440,corpus-6-test-corpus-26-train,KHA,ح اشوف إذا في واحد من ديل مناسب.,,حاشوف اذا في واحد من ديل مناسب.
240,2441,corpus-6-test-corpus-26-train,KHA,داير غلاية.,,داير غلاية.
241,2445,corpus-6-test-corpus-26-train,KHA,جبتي لي بعض الجبنه المضفره.,جبتي لي شويه جبنه مضفره.,جبتي لي شوية جبنة مضفرة.
242,2462,corpus-6-test-corpus-26-train,KHA,هل يمكنني احصل علي قمصاني نضيفه صباح بكره؟,هل ممكن القي قمصاني نضيفه صباح بكره؟,هل ممكن القى قمصاني نضيفة صباح بكرة؟
243,2476,corpus-6-test-corpus-26-train,KHA,ممكن تخليه يرجع لي؟,,ممكن تخليه يرجع لي؟
244,2490,corpus-6-test-corpus-26-train,KHA,ليه طيب؟,,ليه طيب؟
245,2492,corpus-6-test-corpus-26-train,KHA,أعذرني . هل هناك اي مكتبات هنا؟,اعذرني . هل في اي مكتبات هنا؟,اعذرني . هل في اي مكتبات هنا؟
246,2496,corpus-6-test-corpus-26-test,KHA,أعتقد أنك عملت غلطه. الغرفة كانت مجهزه. عندي ايصال.,,اعتقد انك عملت غلطة. الغرفة كانت مجهزة. عندي ايصال.
247,2505,corpus-6-test-corpus-26-train,KHA,البص هناك.,,البص هناك.
248,2516,corpus-6-test-corpus-26-train,KHA,داير لفتين من ايزو ميه، فلم ملون، سته وتلاتين صورة، من فضلك.,,داير لفتين من ايزو ميه، فلم ملون، ستة وثلاثين صورة، من فضلك.
249,2519,corpus-6-test-corpus-26-train,KHA,داير أصدق الشيك دا لسبعين دولار.,داير اصدق شيك السبعين دولار دا.,داير اصدق شيك السبعين دولار ده.
250,2521,corpus-6-test-corpus-26-train,KHA,داير اشتري طلبات لعشره كروت بريد لليابان، من فضلك.,,داير اشتري طلبات لي عشره كروت بريد لليابان، من فضلك.
251,2528,corpus-6-test-corpus-26-train,KHA,هل هناك أي بنوك جمب المحطة؟,هل في أي بنوك جمب المحطة؟,هل في اي بنوك جنب المحطة؟
252,2531,corpus-6-test-corpus-26-train,KHA,اخشى ان هناك في خطأ في ألفاتوره.,للاسف في غلط في الفاتورة,للاسف في غلط في الفاتورة
253,2552,corpus-6-test-corpus-26-test,KHA,إنه هنا.,هو هنا.,هو هنا.
254,2557,corpus-6-test-corpus-26-train,KHA,واحد بيرقر جبنه عشان أمشي من فضلك.,,واحد بيرقر جبنه عشان امشي من فضلك.
255,2578,corpus-6-test-corpus-26-test,KHA,ما بتقدر تعمل عمل التصميم بدون كمبيوتر بعد دا.,ما بتقدر تعمل شغل التصميم بدون كمبيوتر بعد دا.,ما بتقدر تعمل شغل التصميم بدون كمبيوتر بعد ده.
256,2591,corpus-6-test-corpus-26-train,KHA,أجرى.,,أجري.
257,2601,corpus-6-test-corpus-26-train,KHA,هناك في شرطه في بلوزتي. انا أتعجب إذا ممكن تخيطه لي، من فضلك؟,في شرطه في بلوزتي. ممكن تخيطها لي، من فضلك؟,في شرطة في بلوزتي. ممكن تخيطها لي، من فضلك؟
258,2613,corpus-6-test-corpus-26-dev,KHA,التعريفة كم إلى مانشستر؟,التعريفة كم لى مانشستر؟,التعريفة كم لي مانشستر؟
259,2643,corpus-6-test-corpus-26-train,KHA,ممكن تعيرني كيبل تقويه؟,,ممكن تعيرني كيبل تقوية؟
260,2644,corpus-6-test-corpus-26-train,KHA,وين ممكن اشتري حصيرة الشاطئ؟,,وين ممكن أشتري حصيرة الشاطئ؟
261,2670,corpus-6-test-corpus-26-test,KHA,من فضلك اديني حجر جديد.,,من فضلك أديني حجر جديد.
