,raw,coda
1287,برضه,برضو
1288,عندي,عندي
1289,تسجيلاتي,تسجيلاتي
1290,اتسرقت,اتسرقت
1291,برضة,برضو
1292,مخروط,مخروط
1293,ايسكريم,ايسكريم
1294,الفانيلا,الفانيلا
1295,من,من
1296,فضلك,فضلك
1297,اوافق,اوافق
1298,مفروض,مفروض
1299,يبقى,يبقى
1300,طبيعي,طبيعي
1301,عقل,عقل
1302,الوجوه,الوجوه
1303,عقل,عقل
1304,الفجوه,الفجوه
1305,ثم,ثم
1306,قرب,قرب
1307,الأبواب,الأبواب
1308,من,من
1309,فضلك,فضلك
1310,هندا,هنده
1311,الرقم,الرقم
1312,وريني,وريني
1313,حتة,حتة
1314,جيدة,جيدة
1315,في,في
1316,النهر,النهر
1317,دا,ده
1318,من,من
1319,فضلك,فضلك
1320,من,من
1321,فضلك,فضلك
1322,اديني,اديني
1323,تقرير,تقرير
1324,حادث,الحادث
1325,لا,لا
1326,شكرا,شكرا
1327,ليك,ليك
1328,قبل,قبل
1329,شوية,شوية
1330,اوكي,اوكي
1331,من,من
1332,فضلك,فضلك
1333,خليك,خليك
1334,في,في
1335,الخط,الخط
1336,مستر,مستر
1337,تاكاجيما,تاكاجيما
1338,سيدة,سيدة
1339,سايتو,سايتو
1340,ما,ما
1341,شكلها,شكلها
1342,بترد,بترد
1343,على,على
1344,المكالمة,المكالمة
1345,دايرني,دايرني
1346,اتصل,اتصل
1347,عليها,عليها
1348,زمن,زمن
1349,اطول,أطول
1350,احتمال,احتمال
1351,لكن,لكن
1352,مفروض,مفروض
1353,نوزنهم,نوزنهم
1354,منفصلين,منفصلين
1355,شكله,شكله
1356,نادر,نادر
1357,شديد,شديد
1358,جدا,جدا
1359,شي,شي
1360,غلط,غلط
1361,مع,في
1362,قبضتك,قبضتك
1363,لا,لا
1364,شكرا,شكرا
1365,انا,انا
1366,احسن,أحسن
1367,ما,ما
1368,اشرب,أشرب
1369,زيادة,زيادة
1370,من,من
1371,فضلك,فضلك
1372,وريني,وريني
1373,شوية,شوية
1374,شوارع,شوارع
1375,سهلة,سهلة
1376,للتسوق,للتسوق
1377,الآن,الآن
1378,الدهان,الدهان
1379,دا,ده
1380,خاص,خاص
1381,جدا,جدا
1382,عمله,عمله
1383,تسوروتارو,تسوروتارو
1384,كاتاوكا,كاتاوكا
1385,هو,هو
1386,فنان,فنان
1387,عالمي,عالمي
1388,معروف,معروف
1389,عندي,عندي
1390,تقدير,تقدير
1391,عظيم,عظيم
1392,للموسيقى,للموسيقى
1393,الكلاسيكية,الكلاسيكية
1394,هل,هل
1395,ممكن,ممكن
1396,اعزمك,اعزمك
1397,بره,برة
1398,للعشاء,للعشاء
1399,وقت,وقت
1400,ما,ما
1401,تمام,تمام
1402,ما,ما
1403,اسم,اسم
1404,ورقم,ورقم
1405,الطرف,الطرف
1406,التاني,الثاني
1407,لو,لو
1408,سمحت,سمحت
1409,اعزرني,اعذرني
1410,طلعني,طلعني
1411,من,من
1412,فضلك,فضلك
1413,ممكن,ممكن
1414,تتصل,تتصل
1415,على,على
1416,اصطاف,اصطاف
1417,يتكلم,يتكلم
1418,ياباني,ياباني
1419,بنزور,بنزور
1420,قرايبنا,قرايبنا
1421,غالبا,غالبا
1422,ميكي,ميكي
1423,هياكاوا,هياكاوا
1424,الغرفة,الغرفة
1425,دي,دي
1426,سبعة,سبعة
1427,صفر,صفر
1428,اتنين,اثنين
1429,مفروض,مفروض
1430,اقعد,اقعد
1431,هنا,هنا
1432,الليلة,الليلة
1433,ول,ولا
1434,لا,لا
1435,ممكن,ممكن
1436,تساعدني,تساعدني
1437,اراجع,أراجع
1438,غرفة,غرفة
1439,فندق,فندق
1440,ما,ما
1441,مفروض,مفروض
1442,يكون,يكون
1443,طويل,طويل
1444,خمستاشر,خمستعشر
1445,دقيقة,دقيقة
1446,بالكتير,بالكثير
1447,ممكن,ممكن
1448,توريني,توريني
1449,السعر,السعر
1450,للمكالمة,للمكالمة
1451,دي,دي
1452,كم,كم
1453,طيب,طيب
1454,ممكن,ممكن
1455,توريها,توريها
1456,اني,اني
1457,اتصلت,اتصلت
1458,من,من
1459,فضلك,فضلك
1460,حاتصل,حاتصل
1461,بيها,بيها
1462,تاني,تاني
1463,بعدين,بعدين
1464,في,في
1465,اي,اي
1466,جولة,جولة
1467,صباحية,صباحية
1468,هل,هل
1469,تحول,بتحول
1470,العملات,العملات
1471,الأجنبية,الأجنبية
1472,وين,وين
1473,ممكن,ممكن
1474,اشتري,اشتري
1475,لفة,لفة
1476,فلم,فلم
1477,هل,هل
1478,عندك,عندك
1479,خمرة,خمرة
1480,يابانية,يابانية
1481,داير,داير
1482,بدلة,بدلة
1483,سباحة,سباحة
1484,اصغر,اصغر
1485,من,من
1486,فضلك,فضلك
1487,داير,داير
1488,اسجل,اسجل
1489,عفشي,عفشي
1490,دي,دي
1491,غرفة,غرفة
1492,مس,مس
1493,كاوازو,كاوازو
1494,ستاشر,ستعشر
1495,حداشر,حدعشر
1496,عفوا,عفوا
1497,هناك,هناك
1498,ما,ما
1499,في,في
1500,اي,اي
1501,ياتو,ياتو
1502,المهم,المهم
1503,ليكم,ليكم
1504,يا,يا
1505,يابانيين,يابانيين
1506,يوم,يوم
1507,رأس,راس
1508,السنة,السنة
1509,ول,ولا
1510,يوم,يوم
1511,الكريسماس,الكريسماس
1512,رقم,رقم
1513,مقعدك,مقعدك
1514,هو,هو
1515,اتنين,اثنين
1516,وتلاتين,وثلاثين
1517,ايه,ايه
1518,امشي,امشي
1519,دغري,دغري
1520,بالممر,بالممر
1521,دا,ده
1522,هو,هو
1523,مقعد,مقعد
1524,الشباك,الشباك
1525,دقيقة,دقيقة
1526,فقط,فقط
1527,من,من
1528,فضلك,فضلك
1529,من,من
1530,فضلك,فضلك
1531,املأ,املأ
1532,تقرير,تقرير
1533,فقدان,فقدان
1534,ما,ما
1535,بفهم,بفهم
1536,امريكي,امريكي
1537,اتحدث,اتحدث
1538,انجليزي,انجليزي
1539,بريطاني,بريطاني
1540,من,من
1541,امبارح,امبارح
1542,بيتضمن,بيتضمن
1543,تأمين,تأمين
1544,ضد,ضد
1545,التصادم,التصادم
1546,و,و
1547,المسؤولية,المسؤولية
1548,القانونية,القانونية
1549,ضيعت,ضيعت
1550,ورقة,ورقة
1551,الاستلام,الاستلام
1552,بتاعتي,بتاعتي
1553,هل,هل
1554,عندك,عندك
1555,اي,اي
1556,ثقوب,ثقوب
1557,في,في
1558,تصميم,تصميم
1559,جيد,جيد
1560,انا,انا
1561,بتصل,بتصل
1562,من,من
1563,كشك,كشك
1564,عام,عام
1565,في,في
1566,مايسس,مايسس
1567,ديل,ديل
1568,كبار,كبار
1569,شديد,شديد
1570,كم,كم
1571,سعر,سعر
1572,الباركنج,الباركنج
1573,للساعة,للساعة
1574,سيداتي,سيداتي
1575,و,و
1576,سادتي,سادتي
1577,في,في
1578,رحلتنا,رحلتنا
1579,اليوم,اليوم
1580,عندنا,عندنا
1581,حضور,حضور
1582,مخاطبة,مخاطبة
1583,ياباني,ياباني
1584,طائر,طائر
1585,هل,هل
1586,في,هناك
1587,اي,اي
1588,فترة,فترة
1589,معينة,معينة
1590,من,من
1591,الفن,الفن
1592,بتفضل,بتفضل
1593,من,من
1594,فضلك,فضلك
1595,راجعه,راجعه
1596,مرة,مرة
1597,تانيه,تانية
1598,لا,لا
1599,هم,هم
1600,متينين,متينين
1601,جدا,جدا
1602,بفتش,بفتش
1603,عن,عن
1604,اقمصة,اقمصة
1605,جرى,جري
1606,داير,داير
1607,اي,اي
1608,حاجة,حاجة
1609,تشربها,تشربها
1610,من,من
1611,البار,البار
1612,الطريق,الطريق
1613,دا,ده
1614,من,من
1615,فضلك,فضلك
1616,اخد,اخد
1617,المصعد,المصعد
1618,دا,ده
1619,افضل,افضل
1620,ليك,ليك
1621,تركب,تركب
1622,قطر,قطر
1623,تمنية,ثمانية
1624,و,و
1625,نص,نص
1626,هل,هل
1627,في,في
1628,سينما,سينما
1629,قريبة,قريبة
1630,من,من
1631,هنا,هنا
1632,داير,داير
1633,مع,مع
1634,ساعة,ساعة
1635,يد,يد
1636,تانية,تانية
1637,انا,انا
1638,متأخر,متأخر
1639,مفروض,مفروض
1640,اكون,اكون
1641,ماشى,ماشي
1642,داير,داير
1643,شاي,شاي
1644,من,من
1645,فضلك,فضلك
1646,لا,لا
1647,ما,ما
1648,في,في
1649,هناك,هناك
1650,هل,هل
1651,دا,ده
1652,آخر,آخر
1653,استوب,استوب
1654,خلينا,خلينا
1655,نتصل,نتصل
1656,بيه,بيه
1657,هل,هل
1658,الاسبايسي,الاسبايسي
1659,دا,ده
1660,سخن,سخن
1661,نعم,نعم
1662,انا,انا
1663,داير,داير
1664,اشوف,اشوف
1665,المدينة,المدينة
1666,في,هناك
1667,كم,كم
1668,سواح,سواح
1669,حول,حول
1670,المبنى,المبنى
1671,شكلهم,شكلهم
1672,اتجمعوا,اتجمعوا
1673,عشان,عشان
1674,يشوفوا,يشوفوا
1675,الحاصل,الحاصل
1676,شنو,شنو
1677,شكرا,شكرا
1678,ليك,ليك
1679,على,على
1680,ضيافتك,ضيافتك
1681,الأمانة,الأمانة
1682,افضل,افضل
1683,سياسة,سياسة
1684,ممكن,ممكن
1685,تصحيني,تصحيني
1686,الساعة,الساعة
1687,ستة,ستة
1688,من,من
1689,فضلك,فضلك
1690,بتكلف,بتكلف
1691,كم,كم
1692,لي,لي
1693,نص,نص
1694,يوم,يوم
1695,انا,انا
1696,كنجي,كنجي
1697,هل,هل
1698,بتعرف,بتعرف
1699,اي,اي
1700,اماكن,اماكن
1701,جيدة,جيدة
1702,للرؤية,للرؤية
1703,في,في
1704,شيكاغو,شيكاغو
1705,ممكن,ممكن
1706,تبدل,تبدل
1707,دي,دي
1708,لي,لي
1709,واحدة,واحدة
1710,تانية,تانية
1711,من,من
1712,نفس,نفس
1713,النوع,النوع
1714,من,من
1715,فضلك,فضلك
1716,صندوق,صندوق
1717,الأمان,الأمان
1718,من,من
1719,فضلك,فضلك
1720,من,من
1721,فضلك,فضلك
1722,شيل,شيل
1723,خمرة,خمرة
1724,مناسبة,مناسبة
1725,داير,داير
1726,محل,محل
1727,صغير,صغير
1728,هل,هل
1729,مفروض,مفروض
1730,ادفع,ادفع
1731,للبنزين,للبنزين
1732,حرامي,حرامي
1733,اقبضه,اقبضه
1734,نحن,نحن
1735,منتظرين,منتظرين
1736,اصحابنا,اصحابنا
1737,يجوا,يجوا
1738,من,من
1739,فضلك,فضلك
1740,اديني,اديني
1741,شوية,شوية
1742,الفكه,الفكة
1743,كيرلي,كيرلي
1744,ضيق,ضيق
1745,من,من
1746,فضلك,فضلك
1747,هي,هي
1748,رشيقة,رشيقة
1749,و,و
1750,لطيفة,لطيفة
1751,اوبرت,اوبرة
1752,الليلة,الليلة
1753,شنو,شنو
1754,مقلي,مقلي
1755,من,من
1756,فضلك,فضلك
1757,غسيلي,غسيلي
1758,ما,ما
1759,اترجع,اترجع
1760,لسة,لسا
1761,بالمناسبة,بالمناسبة
1762,انت,انت
1763,فاضي,فاضي
1764,السبت,السبت
1765,الجاي,الجاي
1766,دا,ده
1767,هي,هي
1768,بتعاملني,بتعاملني
1769,زي,زي
1770,لو,لو
1771,كنت,كنت
1772,شحاد,شحاد
1773,انا,انا
1774,شايف,شايف
1775,برضه,برضو
1776,ممكن,ممكن
1777,تساعدني,تساعدني
1778,في,في
1779,مشكلة,مشكلة
1780,تانية,ثانية
1781,ممكن,ممكن
1782,تخت,تخت
1783,عدسات,عدسات
1784,طبية,طبية
1785,في,في
1786,النظارات,النظارات
1787,الشمسية,الشمسية
1788,دي,دي
1789,ما,ما
1790,الطف,الطف
1791,الكلاب,الكلاب
1792,دي,دي
1793,ياتو,ياتو
1794,فصيلة,فصيلة
1795,وقعت,وقعت
1796,مفراكتي,مفراكتي
1797,من,من
1798,فضلك,فضلك
1799,جيب,جيب
1800,واحدة,واحدة
1801,تانية,ثانية
1802,داك,داك
1803,كان,كان
1804,ظريف,ظريف
1805,هل,هل
1806,عندك,عندك
1807,بعض,بعض
1808,الفلم,الفلم
1809,لاسلايدات,لاسلايدات
1810,ملونة,ملونة
1811,هل,هل
1812,عندك,عندك
1813,مخطط,مخطط
1814,ملون,ملون
1815,لكن,لكن
1816,هو,هو
1817,راجل,راجل
1818,كيف,كيف
1819,اعرف,اعرف
1820,داك,داك
1821,الشئ,الشي
1822,الحقيقي,الحقيقي
1823,ممكن,ممكن
1824,احصل,احصل
1825,عليه,عليه
1826,خالي,خالي
1827,من,من
1828,الضرائب,الضرائب
1829,ما,ما
1830,قادر,قادر
1831,اخت,اخت
1832,عفشي,عفشي
1833,تحت,تحت
1834,المقعد,المقعد
1835,ممكن,ممكن
1836,تمسكوا,تمسكوا
1837,لي,لي
1838,من,من
1839,فضلك,فضلك
1840,ممكن,ممكن
1841,من,من
1842,فضلك,فضلك
1843,تخت,تخت
1844,الشنطة,الشنطة
1845,دي,دي
1846,في,في
1847,شنطة,شنطة
1848,العربية,العربية
1849,من,من
1850,فضلك,فضلك
1851,رسل,رسل
1852,زول,زول
1853,فوق,فوق
1854,لي,لي
1855,شنطي,شنطي
1856,الساعة,الساعة
1857,ستة,ستة
1858,و,و
1859,نص,نص
1860,داير,داير
1861,خريطة,خريطة
1862,سان,سان
1863,فرانسيسكو,فرانسيسكو
1864,و,و
1865,المنطقة,المنطقة
1866,المحيطة,المحيطة
1867,ياتو,ياتو
1868,نوع,نوع
1869,من,من
1870,العيش,العيش
1871,عندك,عندك
1872,وين,وين
1873,المصعد,المصعد
1874,في,في
1875,هناك,هناك
1876,اي,اي
1877,زول,زول
1878,بلعب,بلعب
1879,البيانو,البيانو
1880,في,في
1881,ياتو,ياتو
1882,محطة,محطة
1883,مفروض,مفروض
1884,انزل,انزل
1885,عشان,عشان
1886,امشي,امشي
1887,لي,لي
1888,امبير,امبير
1889,استيت,استيت
1890,بلدنق,بلدنق
1891,الميزانية,الميزانية
1892,تحت,تحت
1893,الف,الف
1894,دولار,دولار
1895,شكرا,شكرا
1896,ليك,ليك
1897,لكن,لكن
1898,ما,ما
1899,اظن,اظن
1900,عندي,عندي
1901,زمن,زمن
1902,اقعد,اقعد
1903,ليلتين,ليلتين
1904,ممكن,ممكن
1905,تحجز,تحجز
1906,لي,لي
1907,غرفة,غرفة
1908,مزدوجة,مزدوجة
1909,في,في
1910,الفندق,الفندق
1911,داك,داك
1912,لليلة,لليلة
1913,اتناشر,اثنعشر
1914,مارس,مارس
1915,بس,بس
1916,ممكن,ممكن
1917,احجز,احجز
1918,غرفة,غرفة
1919,دبل,دبل
1920,بتطل,بتطل
1921,على,على
1922,المحيط,المحيط
1923,ما,ما
1924,قررنا,قررنا
1925,لسة,لسا
1926,صحبي,صحبي
1927,اتعتر,اتعتر
1928,و,و
1929,لوا,لوى
1930,كاحله,كاحله
1931,هل,هل
1932,هناك,هناك
1933,كافيتريا,كافيتريا
1934,تايلندية,ثايلندية
1935,قريبة,قريبة
1936,هو,هو
1937,جنب,جنب
1938,المبنى,المبنى
1939,داك,داك
1940,عشان,عشان
1941,كدا,كده
1942,ارجع,ارجع
1943,بنفس,بنفس
1944,الشارع,الشارع
1945,الجيت,الجيت
1946,بيه,بيه
1947,لغاية,لغاية
1948,الإشارة,الإشارة
1949,بعد,بعد
1950,داك,داك
1951,لف,لف
1952,للشمال,للشمال
1953,مفروض,مفروض
1954,احصل,احصل
1955,طيارة,طيارة
1956,لي,لي
1957,لوس,لوس
1958,انجلس,انجلس
1959,بدري,بدري
1960,صباح,صباح
1961,بكرة,بكرة
1962,ثم,ثم
1963,انا,انا
1964,ممكن,ممكن
1965,بوثوق,بوثوق
1966,ازكى,ازكى
1967,"""جولة","""جولة"
1968,مدينة,مدينة
1969,سان,سان
1970,"فرانسيسكو""دي","فرانسيسكو""دي"
1971,دي,دي
1972,بتعرفك,بتعرفك
1973,الخطوط,الخطوط
1974,العريضة,العريضة
1975,لسان,لسان
1976,فرانسيسكو,فرانسيسكو
1977,داير,داير
1978,احصل,احصل
1979,على,على
1980,تأمين,تأمين
1981,خلينا,خلينا
1982,نخت,نخت
